t_ms,adc,p_kpa,pump
11924,949,1.686508,0
11934,945,1.124344,0
11944,936,-0.140526,0
11954,942,0.702713,0
11964,941,0.562164,0
11974,950,1.827034,0
11984,946,1.26487,0
11994,945,1.124344,0
12004,947,1.405426,0
12014,940,0.421631,0
12024,936,-0.140526,0
12034,941,0.562164,0
12044,949,1.686508,0
12054,945,1.124344,0
12064,947,1.405426,0
12074,939,0.281082,0
12084,948,1.545952,0
12094,944,0.983795,0
12104,940,0.421631,0
12114,941,0.562164,0
12124,948,1.545952,0
12134,940,0.421631,0
12144,936,-0.140526,0
12154,946,1.26487,0
12164,943,0.843239,0
12174,943,0.843239,0
12184,945,1.124344,0
12194,948,1.545952,0
12204,949,1.686508,0
12214,938,0.140533,0
12224,946,1.26487,0
12234,945,1.124344,0
12244,948,1.545952,0
12254,939,0.281082,0
12264,946,1.26487,0
12274,934,-0.421631,0
12284,946,1.26487,0
12294,937,0,0
12304,942,0.702713,0
12314,944,0.983795,0
12324,941,0.562164,0
12334,936,-0.140526,0
12344,944,0.983795,0
12354,948,1.545952,0
12364,949,1.686508,0
12374,945,1.124344,0
12384,937,0,0
12394,937,0,0
12404,937,0,0
12414,950,1.827034,0
12424,942,0.702713,0
12434,941,0.562164,0
12444,940,0.421631,0
12454,949,1.686508,0
12464,945,1.124344,0
12474,939,0.281082,0
12484,935,-0.281082,0
12494,943,0.843239,0
12504,942,0.702713,0
12514,938,0.140533,0
12524,943,0.843239,0
12534,941,0.562164,0
12544,942,0.702713,0
12554,944,0.983795,0
12564,942,0.702713,0
12574,945,1.124344,0
12584,943,0.843239,0
12594,943,0.843239,0
12604,947,1.405426,0
12614,946,1.26487,0
12624,937,0,0
12634,940,0.421631,0
12644,934,-0.421631,0
12654,942,0.702713,0
12664,950,1.827034,0
12674,941,0.562164,0
12684,938,0.140533,0
12694,938,0.140533,0
12704,934,-0.421631,0
12714,933,-0.562157,0
12724,927,-1.405396,0
12734,943,0.843239,0
12744,933,-0.562157,0
12754,935,-0.281082,0
12764,940,0.421631,0
12774,946,1.26487,0
12784,939,0.281082,0
12794,936,-0.140526,0
12804,937,0,0
12814,947,1.405426,0
12824,942,0.702713,0
12834,945,1.124344,0
12844,939,0.281082,0
12854,939,0.281082,0
12864,946,1.26487,0
12874,928,-1.26487,0
12884,947,1.405426,0
12894,935,-0.281082,0
12904,938,0.140533,0
12914,935,-0.281082,0
12924,937,0,0
12934,941,0.562164,0
12944,945,1.124344,0
12954,947,1.405426,0
12964,947,1.405426,0
12974,951,1.967583,0
12984,933,-0.562157,0
12994,937,0,0
13004,935,-0.281082,0
13014,940,0.421631,0
13024,939,0.281082,0
13034,932,-0.702713,0
13044,935,-0.281082,0
13054,943,0.843239,0
13064,947,1.405426,0
13074,945,1.124344,0
13084,947,1.405426,0
13094,934,-0.421631,0
13104,939,0.281082,0
13114,932,-0.702713,0
13124,941,0.562164,0
13134,946,1.26487,0
13144,939,0.281082,0
13154,948,1.545952,0
13164,939,0.281082,0
13174,941,0.562164,0
13184,947,1.405426,0
13194,947,1.405426,0
13204,938,0.140533,0
13214,942,0.702713,0
13224,946,1.26487,0
13234,939,0.281082,0
13244,944,0.983795,0
13254,940,0.421631,0
13264,939,0.281082,0
13274,947,1.405426,0
13284,938,0.140533,0
13294,942,0.702713,0
13304,948,1.545952,0
13314,932,-0.702713,0
13324,942,0.702713,0
13334,939,0.281082,0
13344,935,-0.281082,0
13354,937,0,0
13364,946,1.26487,0
13374,945,1.124344,0
13384,943,0.843239,0
13394,943,0.843239,0
13404,941,0.562164,0
13414,942,0.702713,0
13424,948,1.545952,0
13434,948,1.545952,0
13444,940,0.421631,0
13454,937,0,0
13464,943,0.843239,0
13474,937,0,0
13484,931,-0.843239,0
13494,940,0.421631,0
13504,938,0.140533,0
13514,947,1.405426,0
13524,939,0.281082,0
13534,945,1.124344,0
13544,941,0.562164,0
13554,943,0.843239,0
13564,940,0.421631,0
13574,936,-0.140526,0
13584,936,-0.140526,0
13594,937,0,0
13604,935,-0.281082,0
13614,951,1.967583,0
13624,937,0,0
13634,939,0.281082,0
13644,936,-0.140526,0
13654,946,1.26487,0
13664,937,0,0
13674,944,0.983795,0
13684,932,-0.702713,0
13694,945,1.124344,0
13704,942,0.702713,0
13714,938,0.140533,0
13724,945,1.124344,0
13734,939,0.281082,0
13744,944,0.983795,0
13754,940,0.421631,0
13764,942,0.702713,0
13774,943,0.843239,0
13784,941,0.562164,0
13794,946,1.26487,0
13804,943,0.843239,0
13814,950,1.827034,0
13824,935,-0.281082,0
13834,947,1.405426,0
13844,941,0.562164,0
13854,939,0.281082,0
13864,939,0.281082,0
13874,944,0.983795,0
13884,940,0.421631,0
13894,938,0.140533,0
13904,949,1.686508,0
13914,944,0.983795,0
13924,942,0.702713,0
13934,939,0.281082,0
13944,947,1.405426,0
13954,944,0.983795,0
13964,940,0.421631,0
13974,942,0.702713,0
13984,943,0.843239,0
13994,939,0.281082,0
14004,941,0.562164,0
14014,941,0.562164,0
14024,940,0.421631,0
14034,939,0.281082,0
14044,945,1.124344,0
14054,943,0.843239,0
14064,943,0.843239,0
14074,943,0.843239,0
14084,939,0.281082,0
14094,941,0.562164,0
14104,940,0.421631,0
14114,940,0.421631,0
14124,945,1.124344,0
14134,944,0.983795,0
14144,948,1.545952,0
14154,944,0.983795,0
14164,944,0.983795,0
14174,945,1.124344,0
14184,943,0.843239,0
14194,941,0.562164,0
14204,936,-0.140526,0
14214,938,0.140533,0
14224,942,0.702713,0
14234,947,1.405426,0
14244,950,1.827034,0
14254,943,0.843239,0
14264,949,1.686508,0
14274,946,1.26487,0
14284,942,0.702713,0
14294,939,0.281082,0
14304,945,1.124344,0
14314,937,0,0
14324,940,0.421631,0
